 Date__(UT)__HR:MN     RA             DEC    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2023-Jul-26 00:03     192.11731   2.88807    8.776   6.823  2.84805664276569  21.2785787   67.7384 /T   20.8863    0.000000   0.8614881   122.50108   35.656316         n.a.     n.a.
 2023-Jul-26 00:06     192.11792   2.88768    8.776   6.823  2.84808224606795  21.2784096   67.7371 /T   20.8861    0.000000   0.8614982   122.50073   35.655539         n.a.     n.a.
 2023-Jul-26 00:09     192.11852   2.88730    8.776   6.823  2.84810784916670  21.2782404   67.7358 /T   20.8859    0.000000   0.8615082   122.50038   35.654763         n.a.     n.a.
 2023-Jul-26 00:12     192.11913   2.88691    8.776   6.823  2.84813345206187  21.2780713   67.7346 /T   20.8857    0.000000   0.8615183   122.50003   35.653987         n.a.     n.a.
 2023-Jul-26 00:15     192.11973   2.88652    8.776   6.823  2.84815905475350  21.2779021   67.7333 /T   20.8854    0.000000   0.8615283   122.49968   35.653211         n.a.     n.a.
 2023-Jul-26 00:18     192.12034   2.88614    8.776   6.823  2.84818465724157  21.2777329   67.7320 /T   20.8852    0.000000   0.8615383   122.49933   35.652435         n.a.     n.a.
 2023-Jul-26 00:21     192.12095   2.88575    8.776   6.823  2.84821025952603  21.2775637   67.7308 /T   20.8850    0.000000   0.8615484   122.49898   35.651659         n.a.     n.a.
 2023-Jul-26 00:24     192.12155   2.88537    8.776   6.823  2.84823586160692  21.2773945   67.7295 /T   20.8848    0.000000   0.8615584   122.49863   35.650883         n.a.     n.a.
 2023-Jul-26 00:27     192.12216   2.88498    8.776   6.823  2.84826146348419  21.2772253   67.7282 /T   20.8846    0.000000   0.8615685   122.49828   35.650107         n.a.     n.a.
 2023-Jul-26 00:30     192.12276   2.88459    8.776   6.823  2.84828706515787  21.2770561   67.7270 /T   20.8844    0.000000   0.8615785   122.49793   35.649331         n.a.     n.a.
 2023-Jul-26 00:33     192.12337   2.88421    8.776   6.823  2.84831266662791  21.2768869   67.7257 /T   20.8842    0.000000   0.8615885   122.49758   35.648555         n.a.     n.a.
 2023-Jul-26 00:36     192.12398   2.88382    8.776   6.823  2.84833826789433  21.2767176   67.7244 /T   20.8839    0.000000   0.8615986   122.49724   35.647779         n.a.     n.a.
 2023-Jul-26 00:39     192.12458   2.88344    8.776   6.823  2.84836386895709  21.2765484   67.7231 /T   20.8837    0.000000   0.8616086   122.49689   35.647003         n.a.     n.a.
 2023-Jul-26 00:42     192.12519   2.88305    8.776   6.823  2.84838946981621  21.2763791   67.7219 /T   20.8835    0.000000   0.8616187   122.49654   35.646227         n.a.     n.a.
 2023-Jul-26 00:45     192.12579   2.88266    8.776   6.823  2.84841507047166  21.2762099   67.7206 /T   20.8833    0.000000   0.8616287   122.49619   35.645451         n.a.     n.a.
 2023-Jul-26 00:48     192.12640   2.88228    8.776   6.823  2.84844067092344  21.2760406   67.7193 /T   20.8831    0.000000   0.8616387   122.49584   35.644675         n.a.     n.a.
 2023-Jul-26 00:51     192.12701   2.88189    8.776   6.823  2.84846627117153  21.2758713   67.7181 /T   20.8829    0.000000   0.8616488   122.49549   35.643899         n.a.     n.a.
 2023-Jul-26 00:54     192.12761   2.88151    8.776   6.823  2.84849187121593  21.2757020   67.7168 /T   20.8827    0.000000   0.8616588   122.49514   35.643123         n.a.     n.a.
 2023-Jul-26 00:57     192.12822   2.88112    8.776   6.823  2.84851747105663  21.2755327   67.7155 /T   20.8824    0.000000   0.8616688   122.49479   35.642347         n.a.     n.a.
 2023-Jul-26 01:00     192.12883   2.88073    8.776   6.823  2.84854307069360  21.2753634   67.7143 /T   20.8822    0.000000   0.8616789   122.49444   35.641571         n.a.     n.a.
 2023-Jul-26 01:03     192.12943   2.88035    8.776   6.823  2.84856867012686  21.2751941   67.7130 /T   20.8820    0.000000   0.8616889   122.49410   35.640795         n.a.     n.a.
 2023-Jul-26 01:06     192.13004   2.87996    8.776   6.823  2.84859426935636  21.2750248   67.7117 /T   20.8818    0.000000   0.8616989   122.49375   35.640019         n.a.     n.a.
 2023-Jul-26 01:09     192.13064   2.87958    8.776   6.823  2.84861986838213  21.2748555   67.7105 /T   20.8816    0.000000   0.8617090   122.49340   35.639244         n.a.     n.a.
 2023-Jul-26 01:12     192.13125   2.87919    8.776   6.823  2.84864546720413  21.2746861   67.7092 /T   20.8814    0.000000   0.8617190   122.49305   35.638468         n.a.     n.a.
 2023-Jul-26 01:15     192.13186   2.87880    8.776   6.823  2.84867106582237  21.2745168   67.7079 /T   20.8811    0.000000   0.8617290   122.49270   35.637692         n.a.     n.a.
 2023-Jul-26 01:18     192.13246   2.87842    8.776   6.823  2.84869666423682  21.2743474   67.7066 /T   20.8809    0.000000   0.8617391   122.49235   35.636916         n.a.     n.a.
 2023-Jul-26 01:21     192.13307   2.87803    8.776   6.823  2.84872226244750  21.2741781   67.7054 /T   20.8807    0.000000   0.8617491   122.49200   35.636140         n.a.     n.a.
 2023-Jul-26 01:24     192.13368   2.87765    8.776   6.823  2.84874786045436  21.2740087   67.7041 /T   20.8805    0.000000   0.8617591   122.49165   35.635365         n.a.     n.a.
 2023-Jul-26 01:27     192.13428   2.87726    8.776   6.823  2.84877345825743  21.2738393   67.7028 /T   20.8803    0.000000   0.8617692   122.49130   35.634589         n.a.     n.a.
 2023-Jul-26 01:30     192.13489   2.87687    8.776   6.823  2.84879905585666  21.2736699   67.7016 /T   20.8801    0.000000   0.8617792   122.49096   35.633813         n.a.     n.a.
 2023-Jul-26 01:33     192.13549   2.87649    8.776   6.823  2.84882465325208  21.2735005   67.7003 /T   20.8799    0.000000   0.8617892   122.49061   35.633038         n.a.     n.a.
 2023-Jul-26 01:36     192.13610   2.87610    8.776   6.823  2.84885025044364  21.2733311   67.6990 /T   20.8796    0.000000   0.8617993   122.49026   35.632262         n.a.     n.a.
 2023-Jul-26 01:39     192.13671   2.87572    8.776   6.823  2.84887584743136  21.2731617   67.6978 /T   20.8794    0.000000   0.8618093   122.48991   35.631486         n.a.     n.a.
 2023-Jul-26 01:42     192.13731   2.87533    8.776   6.823  2.84890144421523  21.2729923   67.6965 /T   20.8792    0.000000   0.8618193   122.48956   35.630710         n.a.     n.a.
 2023-Jul-26 01:45     192.13792   2.87494    8.776   6.823  2.84892704079520  21.2728228   67.6952 /T   20.8790    0.000000   0.8618294   122.48921   35.629935         n.a.     n.a.
 2023-Jul-26 01:48     192.13853   2.87456    8.776   6.823  2.84895263717131  21.2726534   67.6939 /T   20.8788    0.000000   0.8618394   122.48886   35.629159         n.a.     n.a.
 2023-Jul-26 01:51     192.13913   2.87417    8.776   6.823  2.84897823334351  21.2724840   67.6927 /T   20.8786    0.000000   0.8618494   122.48851   35.628384         n.a.     n.a.
 2023-Jul-26 01:54     192.13974   2.87379    8.776   6.823  2.84900382931181  21.2723145   67.6914 /T   20.8784    0.000000   0.8618594   122.48817   35.627608         n.a.     n.a.
 2023-Jul-26 01:57     192.14034   2.87340    8.776   6.823  2.84902942507619  21.2721450   67.6901 /T   20.8781    0.000000   0.8618695   122.48782   35.626832         n.a.     n.a.
 2023-Jul-26 02:00     192.14095   2.87301    8.776   6.823  2.84905502063667  21.2719755   67.6889 /T   20.8779    0.000000   0.8618795   122.48747   35.626057         n.a.     n.a.
 2023-Jul-26 02:03     192.14156   2.87263    8.776   6.823  2.84908061599319  21.2718061   67.6876 /T   20.8777    0.000000   0.8618895   122.48712   35.625281         n.a.     n.a.
 2023-Jul-26 02:06     192.14216   2.87224    8.776   6.823  2.84910621114578  21.2716366   67.6863 /T   20.8775    0.000000   0.8618995   122.48677   35.624506         n.a.     n.a.
 2023-Jul-26 02:09     192.14277   2.87186    8.776   6.823  2.84913180609440  21.2714671   67.6851 /T   20.8773    0.000000   0.8619096   122.48642   35.623730         n.a.     n.a.
 2023-Jul-26 02:12     192.14338   2.87147    8.776   6.823  2.84915740083907  21.2712976   67.6838 /T   20.8771    0.000000   0.8619196   122.48607   35.622955         n.a.     n.a.
 2023-Jul-26 02:15     192.14398   2.87108    8.776   6.822  2.84918299537975  21.2711280   67.6825 /T   20.8768    0.000000   0.8619296   122.48573   35.622179         n.a.     n.a.
 2023-Jul-26 02:18     192.14459   2.87070    8.776   6.822  2.84920858971646  21.2709585   67.6813 /T   20.8766    0.000000   0.8619397   122.48538   35.621404         n.a.     n.a.
 2023-Jul-26 02:21     192.14520   2.87031    8.776   6.822  2.84923418384916  21.2707890   67.6800 /T   20.8764    0.000000   0.8619497   122.48503   35.620628         n.a.     n.a.
 2023-Jul-26 02:24     192.14580   2.86993    8.776   6.822  2.84925977777786  21.2706194   67.6787 /T   20.8762    0.000000   0.8619597   122.48468   35.619853         n.a.     n.a.
 2023-Jul-26 02:27     192.14641   2.86954    8.776   6.822  2.84928537150255  21.2704499   67.6774 /T   20.8760    0.000000   0.8619697   122.48433   35.619077         n.a.     n.a.
 2023-Jul-26 02:30     192.14702   2.86915    8.776   6.822  2.84931096502319  21.2702803   67.6762 /T   20.8758    0.000000   0.8619797   122.48398   35.618302         n.a.     n.a.
 2023-Jul-26 02:33     192.14762   2.86877    8.776   6.822  2.84933655833981  21.2701107   67.6749 /T   20.8756    0.000000   0.8619898   122.48363   35.617527         n.a.     n.a.
 2023-Jul-26 02:36     192.14823   2.86838    8.776   6.822  2.84936215145236  21.2699412   67.6736 /T   20.8753    0.000000   0.8619998   122.48329   35.616751         n.a.     n.a.
 2023-Jul-26 02:39     192.14883   2.86800    8.776   6.822  2.84938774436088  21.2697716   67.6724 /T   20.8751    0.000000   0.8620098   122.48294   35.615976         n.a.     n.a.
 2023-Jul-26 02:42     192.14944   2.86761    8.776   6.822  2.84941333706530  21.2696020   67.6711 /T   20.8749    0.000000   0.8620198   122.48259   35.615200         n.a.     n.a.
 2023-Jul-26 02:45     192.15005   2.86722    8.776   6.822  2.84943892956566  21.2694324   67.6698 /T   20.8747    0.000000   0.8620299   122.48224   35.614425         n.a.     n.a.
 2023-Jul-26 02:48     192.15065   2.86684    8.776   6.822  2.84946452186192  21.2692627   67.6686 /T   20.8745    0.000000   0.8620399   122.48189   35.613650         n.a.     n.a.
 2023-Jul-26 02:51     192.15126   2.86645    8.776   6.822  2.84949011395409  21.2690931   67.6673 /T   20.8743    0.000000   0.8620499   122.48154   35.612874         n.a.     n.a.
 2023-Jul-26 02:54     192.15187   2.86607    8.776   6.822  2.84951570584213  21.2689235   67.6660 /T   20.8741    0.000000   0.8620599   122.48120   35.612099         n.a.     n.a.
 2023-Jul-26 02:57     192.15247   2.86568    8.776   6.822  2.84954129752607  21.2687538   67.6648 /T   20.8738    0.000000   0.8620699   122.48085   35.611324         n.a.     n.a.
 2023-Jul-26 03:00     192.15308   2.86529    8.777   6.822  2.84956688900586  21.2685842   67.6635 /T   20.8736    0.000000   0.8620799   122.48050   35.610549         n.a.     n.a.
 2023-Jul-26 03:03     192.15369   2.86491    8.777   6.822  2.84959248028153  21.2684145   67.6622 /T   20.8734    0.000000   0.8620900   122.48015   35.609773         n.a.     n.a.
 2023-Jul-26 03:06     192.15429   2.86452    8.777   6.822  2.84961807135304  21.2682449   67.6610 /T   20.8732    0.000000   0.8621000   122.47980   35.608998         n.a.     n.a.
 2023-Jul-26 03:09     192.15490   2.86414    8.777   6.822  2.84964366222037  21.2680752   67.6597 /T   20.8730    0.000000   0.8621100   122.47945   35.608223         n.a.     n.a.
 2023-Jul-26 03:12     192.15551   2.86375    8.777   6.822  2.84966925288355  21.2679055   67.6584 /T   20.8728    0.000000   0.8621200   122.47911   35.607448         n.a.     n.a.
 2023-Jul-26 03:15     192.15611   2.86336    8.777   6.822  2.84969484334253  21.2677358   67.6571 /T   20.8725    0.000000   0.8621300   122.47876   35.606673         n.a.     n.a.
 2023-Jul-26 03:18     192.15672   2.86298    8.777   6.822  2.84972043359733  21.2675661   67.6559 /T   20.8723    0.000000   0.8621401   122.47841   35.605897         n.a.     n.a.
 2023-Jul-26 03:21     192.15733   2.86259    8.777   6.822  2.84974602364791  21.2673964   67.6546 /T   20.8721    0.000000   0.8621501   122.47806   35.605122         n.a.     n.a.
 2023-Jul-26 03:24     192.15793   2.86221    8.777   6.822  2.84977161349429  21.2672267   67.6533 /T   20.8719    0.000000   0.8621601   122.47771   35.604347         n.a.     n.a.
 2023-Jul-26 03:27     192.15854   2.86182    8.777   6.822  2.84979720313642  21.2670570   67.6521 /T   20.8717    0.000000   0.8621701   122.47736   35.603572         n.a.     n.a.
 2023-Jul-26 03:30     192.15915   2.86143    8.777   6.822  2.84982279257435  21.2668872   67.6508 /T   20.8715    0.000000   0.8621801   122.47702   35.602797         n.a.     n.a.
 2023-Jul-26 03:33     192.15975   2.86105    8.777   6.822  2.84984838180800  21.2667175   67.6495 /T   20.8713    0.000000   0.8621901   122.47667   35.602022         n.a.     n.a.
 2023-Jul-26 03:36     192.16036   2.86066    8.777   6.822  2.84987397083742  21.2665477   67.6483 /T   20.8710    0.000000   0.8622001   122.47632   35.601247         n.a.     n.a.
 2023-Jul-26 03:39     192.16097   2.86028    8.777   6.822  2.84989955966256  21.2663780   67.6470 /T   20.8708    0.000000   0.8622102   122.47597   35.600472         n.a.     n.a.
 2023-Jul-26 03:42     192.16157   2.85989    8.777   6.822  2.84992514828344  21.2662082   67.6457 /T   20.8706    0.000000   0.8622202   122.47562   35.599697         n.a.     n.a.
 2023-Jul-26 03:45     192.16218   2.85950    8.777   6.822  2.84995073670001  21.2660384   67.6445 /T   20.8704    0.000000   0.8622302   122.47527   35.598922         n.a.     n.a.
 2023-Jul-26 03:48     192.16279   2.85912    8.777   6.822  2.84997632491230  21.2658686   67.6432 /T   20.8702    0.000000   0.8622402   122.47493   35.598147         n.a.     n.a.
 2023-Jul-26 03:51     192.16339   2.85873    8.777   6.822  2.85000191292028  21.2656988   67.6419 /T   20.8700    0.000000   0.8622502   122.47458   35.597372         n.a.     n.a.
 2023-Jul-26 03:54     192.16400   2.85835    8.777   6.822  2.85002750072393  21.2655290   67.6406 /T   20.8697    0.000000   0.8622602   122.47423   35.596597         n.a.     n.a.
 2023-Jul-26 03:57     192.16461   2.85796    8.777   6.822  2.85005308832327  21.2653592   67.6394 /T   20.8695    0.000000   0.8622702   122.47388   35.595822         n.a.     n.a.
 2023-Jul-26 04:00     192.16521   2.85757    8.777   6.822  2.85007867571826  21.2651894   67.6381 /T   20.8693    0.000000   0.8622802   122.47353   35.595047         n.a.     n.a.
 2023-Jul-26 04:03     192.16582   2.85719    8.777   6.822  2.85010426290891  21.2650196   67.6368 /T   20.8691    0.000000   0.8622902   122.47318   35.594272         n.a.     n.a.
 2023-Jul-26 04:06     192.16643   2.85680    8.777   6.822  2.85012984989518  21.2648497   67.6356 /T   20.8689    0.000000   0.8623003   122.47284   35.593497         n.a.     n.a.
 2023-Jul-26 04:09     192.16703   2.85642    8.777   6.822  2.85015543667710  21.2646799   67.6343 /T   20.8687    0.000000   0.8623103   122.47249   35.592722         n.a.     n.a.
 2023-Jul-26 04:12     192.16764   2.85603    8.777   6.822  2.85018102325463  21.2645100   67.6330 /T   20.8685    0.000000   0.8623203   122.47214   35.591947         n.a.     n.a.
 2023-Jul-26 04:15     192.16825   2.85564    8.777   6.822  2.85020660962778  21.2643402   67.6318 /T   20.8682    0.000000   0.8623303   122.47179   35.591172         n.a.     n.a.
