 Date__(UT)__HR:MN     RA              12    APmag   S-brt             delta      deldot     S-O-T /r     S-T-O  399_ins_LT  Sky_motion  Sky_mot_PA  RelVel-ANG  Lun_Sky_Brt  sky_SNR
 2023-11-13      232.89128 -15.75908    8.592   6.104  3.70385516727068   2.8872316    5.4709 /T    1.9903    0.000000   1.0739201   107.49104   3.4307401         n.a.     n.a.
 2023-11-14      233.31702 -15.88839    8.580   6.091  3.70545560302495   2.6548518    4.9979 /T    1.8178    0.000000   1.0737558   107.33819   3.1538557         n.a.     n.a.
 2023-11-15      233.74331 -16.01660    8.568   6.078  3.70692165972230   2.4219144    4.5488 /T    1.6540    0.000000   1.0735445   107.18489   2.8765468         n.a.     n.a.
 2023-11-16      234.17014 -16.14368    8.556   6.066  3.70825306213527   2.1885831    4.1316 /T    1.5018    0.000000   1.0732860   107.03118   2.5989546         n.a.     n.a.
 2023-11-17      234.59748 -16.26964    8.546   6.055  3.70944963153780   1.9550263    3.7572 /T    1.3652    0.000000   1.0729810   106.87710   2.3212236         n.a.     n.a.
 2023-11-18      235.02531 -16.39445    8.537   6.045  3.71051128479912   1.7214045    3.4399 /T    1.2493    0.000000   1.0726309   106.72267   2.0434877         n.a.     n.a.
 2023-11-19      235.45362 -16.51812    8.530   6.038  3.71143802615451   1.4878578    3.1970 /T    1.1603    0.000000   1.0722381   106.56793   1.7658571         n.a.     n.a.
 2023-11-20      235.88237 -16.64064    8.526   6.033  3.71222993238705   1.2544959    3.0466 /T    1.1049    0.000000   1.0718057   106.41291   1.4884075         n.a.     n.a.
 2023-11-21      236.31157 -16.76200    8.525   6.032  3.71288713280984   1.0213899    3.0029 /T    1.0881    0.000000   1.0713371   106.25762   1.2111727         n.a.     n.a.
 2023-11-22      236.74118 -16.88219    8.528   6.035  3.71340978557684   0.7885680    3.0709 /L    1.1117    0.000000   1.0708359   106.10207   0.9341387         n.a.     n.a.
 2023-11-23      237.17120 -17.00121    8.535   6.042  3.71379805182892   0.5560122    3.2439 /L    1.1732    0.000000   1.0703060   105.94628   0.6572410         n.a.     n.a.
 2023-11-24      237.60161 -17.11905    8.545   6.051  3.71405206941845   0.3236603    3.5065 /L    1.2672    0.000000   1.0697504   105.79024   0.3803648         n.a.     n.a.
 2023-11-25      238.03239 -17.23572    8.556   6.063  3.71417192856749   0.0914110    3.8407 /L    1.3869    0.000000   1.0691718   105.63395   0.1033519         n.a.     n.a.
 2023-11-26      238.46354 -17.35121    8.569   6.075  3.71415765244119  -0.1408643    4.2298 /L    1.5263    0.000000   1.0685719   105.47740   -0.173987         n.a.     n.a.
 2023-11-27      238.89504 -17.46550    8.583   6.089  3.71400918559579  -0.3733063    4.6603 /L    1.6805    0.000000   1.0679513   105.32058   -0.451854         n.a.     n.a.
 2023-11-28      239.32688 -17.57861    8.596   6.103  3.71372639211135  -0.6060502    5.1220 /L    1.8458    0.000000   1.0673095   105.16350   -0.730447         n.a.     n.a.
 2023-11-29      239.75905 -17.69052    8.610   6.117  3.71330906313869  -0.8392113    5.6074 /L    2.0194    0.000000   1.0666450   105.00613   -1.009938         n.a.     n.a.
 2023-11-30      240.19153 -17.80124    8.624   6.131  3.71275693144286  -1.0728756    6.1111 /L    2.1992    0.000000   1.0659560   104.84850   -1.290471         n.a.     n.a.
 2023-12-01      240.62431 -17.91075    8.638   6.145  3.71206968928206  -1.3070974    6.6291 /L    2.3839    0.000000   1.0652400   104.69059   -1.572151         n.a.     n.a.
 2023-12-02      241.05737 -18.01906    8.652   6.159  3.71124700603187  -1.5419025    7.1585 /L    2.5724    0.000000   1.0644946   104.53241   -1.855056         n.a.     n.a.
 2023-12-03      241.49070 -18.12615    8.665   6.173  3.71028854304667  -1.7772941    7.6970 /L    2.7638    0.000000   1.0637175   104.37398   -2.139235         n.a.     n.a.
 2023-12-04      241.92429 -18.23203    8.678   6.187  3.70919396468229  -2.0132596    8.2431 /L    2.9575    0.000000   1.0629065   104.21531   -2.424725         n.a.     n.a.
 2023-12-05      242.35810 -18.33669    8.691   6.200  3.70796294564047  -2.2497765    8.7955 /L    3.1531    0.000000   1.0620595   104.05641   -2.711551         n.a.     n.a.
 2023-12-06      242.79212 -18.44013    8.703   6.213  3.70659517561007  -2.4868159    9.3532 /L    3.3502    0.000000   1.0611745   103.89729   -2.999731         n.a.     n.a.
 2023-12-07      243.22633 -18.54234    8.715   6.226  3.70509036260620  -2.7243432    9.9155 /L    3.5484    0.000000   1.0602496   103.73797   -3.289283         n.a.     n.a.
 2023-12-08      243.66071 -18.64332    8.727   6.239  3.70344823657639  -2.9623165   10.4818 /L    3.7476    0.000000   1.0592827   103.57847   -3.580214         n.a.     n.a.
 2023-12-09      244.09524 -18.74306    8.739   6.251  3.70166855483979  -3.2006819   11.0515 /L    3.9476    0.000000   1.0582714   103.41880   -3.872524         n.a.     n.a.
 2023-12-10      244.52989 -18.84156    8.750   6.264  3.69975111072875  -3.4393673   11.6243 /L    4.1481    0.000000   1.0572134   103.25900   -4.166191         n.a.     n.a.
 2023-12-11      244.96463 -18.93881    8.761   6.276  3.69769574627671  -3.6782751   12.1998 /L    4.3491    0.000000   1.0561064   103.09910   -4.461166         n.a.     n.a.
 2023-12-12      245.39945 -19.03482    8.772   6.288  3.69550236876824  -3.9172763   12.7779 /L    4.5505    0.000000   1.0549481   102.93912   -4.757364         n.a.     n.a.
 2023-12-13      245.83430 -19.12958    8.783   6.300  3.69317096940410  -4.1562097   13.3581 /L    4.7520    0.000000   1.0537368   102.77911   -5.054662         n.a.     n.a.
 2023-12-14      246.26917 -19.22309    8.793   6.311  3.69070164058057  -4.3948878   13.9405 /L    4.9537    0.000000   1.0524716   102.61911   -5.352901         n.a.     n.a.
 2023-12-15      246.70403 -19.31533    8.803   6.323  3.68809458714947  -4.6331116   14.5247 /L    5.1555    0.000000   1.0511529   102.45919   -5.651901         n.a.     n.a.
 2023-12-16      247.13885 -19.40632    8.813   6.334  3.68535012745324  -4.8706907   15.1107 /L    5.3573    0.000000   1.0497820   102.29939   -5.951488         n.a.     n.a.
 2023-12-17      247.57359 -19.49605    8.822   6.345  3.68246868222971  -5.1074641   15.6983 /L    5.5589    0.000000   1.0483617   102.13975   -6.251511         n.a.     n.a.
 2023-12-18      248.00824 -19.58452    8.832   6.356  3.67945075279313  -5.3433157   16.2874 /L    5.7605    0.000000   1.0468951   101.98031   -6.551867         n.a.     n.a.
 2023-12-19      248.44277 -19.67173    8.841   6.367  3.67629689259148  -5.5781816   16.8780 /L    5.9619    0.000000   1.0453862   101.82110   -6.852509         n.a.     n.a.
 2023-12-20      248.87715 -19.75769    8.850   6.377  3.67300767710260  -5.8120486   17.4700 /L    6.1631    0.000000   1.0438386   101.66213   -7.153446         n.a.     n.a.
 2023-12-21      249.31136 -19.84238    8.858   6.388  3.66958367609623  -6.0449482   18.0632 /L    6.3640    0.000000   1.0422556   101.50341   -7.454741         n.a.     n.a.
 2023-12-22      249.74538 -19.92582    8.867   6.398  3.66602543056396  -6.2769470   18.6577 /L    6.5646    0.000000   1.0406399   101.34496   -7.756501         n.a.     n.a.
 2023-12-23      250.17919 -20.00800    8.875   6.408  3.66233343516678  -6.5081373   19.2535 /L    6.7648    0.000000   1.0389937   101.18678   -8.058865         n.a.     n.a.
 2023-12-24      250.61278 -20.08893    8.883   6.418  3.65850812633638  -6.7386268   19.8504 /L    6.9648    0.000000   1.0373181   101.02887   -8.361997         n.a.     n.a.
 2023-12-25      251.04611 -20.16862    8.891   6.428  3.65454987602654  -6.9685293   20.4485 /L    7.1643    0.000000   1.0356136   100.87123   -8.666074         n.a.     n.a.
 2023-12-26      251.47918 -20.24706    8.898   6.438  3.65045899109696  -7.1979549   21.0477 /L    7.3635    0.000000   1.0338797   100.71387   -8.971276         n.a.     n.a.
 2023-12-27      251.91196 -20.32425    8.906   6.448  3.64623571805974  -7.4270012   21.6481 /L    7.5622    0.000000   1.0321153   100.55681   -9.277774         n.a.     n.a.
 2023-12-28      252.34443 -20.40021    8.913   6.457  3.64188025236319  -7.6557465   22.2496 /L    7.7604    0.000000   1.0303187   100.40004   -9.585726         n.a.     n.a.
 2023-12-29      252.77657 -20.47493    8.920   6.467  3.63739275074907  -7.8842462   22.8522 /L    7.9582    0.000000   1.0284878   100.24359   -9.895263         n.a.     n.a.
 2023-12-30      253.20835 -20.54841    8.927   6.476  3.63277334482185  -8.1125322   23.4559 /L    8.1555    0.000000   1.0266202   100.08746   -10.20650         n.a.     n.a.
 2023-12-31      253.63976 -20.62067    8.934   6.485  3.62802215401837  -8.3406153   24.0608 /L    8.3523    0.000000   1.0247137   99.931689   -10.51952         n.a.     n.a.
 2024-01-01      254.07077 -20.69169    8.940   6.494  3.62313929664358  -8.5684893   24.6667 /L    8.5485    0.000000   1.0227657   99.776289   -10.83439         n.a.     n.a.
 2024-01-02      254.50136 -20.76149    8.946   6.503  3.61812489835049  -8.7961357   25.2738 /L    8.7441    0.000000   1.0207740   99.621287   -11.15118         n.a.     n.a.
 2024-01-03      254.93149 -20.83007    8.952   6.512  3.61297909817221  -9.0235271   25.8820 /L    8.9392    0.000000   1.0187364   99.466710   -11.46992         n.a.     n.a.
 2024-01-04      255.36114 -20.89744    8.958   6.521  3.60770205282061  -9.2506300   26.4913 /L    9.1336    0.000000   1.0166506   99.312586   -11.79067         n.a.     n.a.
 2024-01-05      255.79028 -20.96359    8.964   6.530  3.60229394041627  -9.4774035   27.1017 /L    9.3274    0.000000   1.0145141   99.158946   -12.11346         n.a.     n.a.
 2024-01-06      256.21889 -21.02853    8.970   6.539  3.59675496512650  -9.7037974   27.7132 /L    9.5205    0.000000   1.0123246   99.005824   -12.43833         n.a.     n.a.
 2024-01-07      256.64692 -21.09226    8.975   6.547  3.59108536435291  -9.9297457   28.3258 /L    9.7130    0.000000   1.0100792   98.853258   -12.76528         n.a.     n.a.
 2024-01-08      257.07436 -21.15480    8.980   6.555  3.58528542001585 -10.1551588   28.9396 /L    9.9047    0.000000   1.0077752   98.701293   -13.09433         n.a.     n.a.
 2024-01-09      257.50116 -21.21614    8.985   6.564  3.57935547487236 -10.3799142   29.5544 /L   10.0956    0.000000   1.0054096   98.549979   -13.42541         n.a.     n.a.
 2024-01-10      257.92728 -21.27629    8.990   6.572  3.57329595335842 -10.6038509   30.1703 /L   10.2858    0.000000   1.0029798   98.399376   -13.75844         n.a.     n.a.
 2024-01-11      258.35271 -21.33525    8.995   6.580  3.56710738407055 -10.8267704   30.7873 /L   10.4751    0.000000   1.0004843   98.249550   -14.09326         n.a.     n.a.
 2024-01-12      258.77739 -21.39304    8.999   6.588  3.56079041830905 -11.0484495   31.4054 /L   10.6637    0.000000   0.9979225   98.100573   -14.42969         n.a.     n.a.
 2024-01-13      259.20129 -21.44966    9.004   6.596  3.55434583766344 -11.2686650   32.0245 /L   10.8513    0.000000   0.9952955   97.952512   -14.76749         n.a.     n.a.
 2024-01-14      259.62438 -21.50511    9.008   6.604  3.54777454522696 -11.4872244   32.6448 /L   11.0381    0.000000   0.9926060   97.805428   -15.10646         n.a.     n.a.
 2024-01-15      260.04662 -21.55941    9.012   6.612  3.54107753997090 -11.7039916   33.2660 /L   11.2239    0.000000   0.9898577   97.659370   -15.44644         n.a.     n.a.
 2024-01-16      260.46799 -21.61257    9.016   6.620  3.53425587975464 -11.9188994   33.8883 /L   11.4088    0.000000   0.9870551   97.514370   -15.78735         n.a.     n.a.
 2024-01-17      260.88844 -21.66459    9.020   6.627  3.52731064185889 -12.1319460   34.5116 /L   11.5927    0.000000   0.9842020   97.370451   -16.12917         n.a.     n.a.
 2024-01-18      261.30795 -21.71548    9.023   6.635  3.52024288908018 -12.3431805   35.1359 /L   11.7756    0.000000   0.9813019   97.227631   -16.47197         n.a.     n.a.
 2024-01-19      261.72650 -21.76526    9.026   6.642  3.51305364565174 -12.5526843   35.7613 /L   11.9575    0.000000   0.9783574   97.085921   -16.81586         n.a.     n.a.
 2024-01-20      262.14405 -21.81394    9.030   6.650  3.50574388328829 -12.7605554   36.3876 /L   12.1384    0.000000   0.9753699   96.945335   -17.16099         n.a.     n.a.
 2024-01-21      262.56058 -21.86152    9.033   6.657  3.49831451530917 -12.9668966   37.0151 /L   12.3182    0.000000   0.9723403   96.805886   -17.50751         n.a.     n.a.
 2024-01-22      262.97607 -21.90802    9.036   6.664  3.49076639627343 -13.1718076   37.6436 /L   12.4969    0.000000   0.9692684   96.667591   -17.85562         n.a.     n.a.
 2024-01-23      263.39049 -21.95345    9.038   6.671  3.48310032512126 -13.3753806   38.2732 /L   12.6746    0.000000   0.9661536   96.530470   -18.20548         n.a.     n.a.
 2024-01-24      263.80381 -21.99782    9.041   6.678  3.47531705064335 -13.5776965   38.9038 /L   12.8511    0.000000   0.9629947   96.394546   -18.55726         n.a.     n.a.
 2024-01-25      264.21600 -22.04115    9.043   6.685  3.46741727869696 -13.7788227   39.5356 /L   13.0265    0.000000   0.9597900   96.259845   -18.91114         n.a.     n.a.
 2024-01-26      264.62705 -22.08343    9.045   6.692  3.45940168080864 -13.9788105   40.1686 /L   13.2007    0.000000   0.9565374   96.126395   -19.26727         n.a.     n.a.
 2024-01-27      265.03691 -22.12470    9.047   6.699  3.45127090373066 -14.1776943   40.8027 /L   13.3738    0.000000   0.9532346   95.994232   -19.62580         n.a.     n.a.
 2024-01-28      265.44556 -22.16495    9.049   6.705  3.44302557933874 -14.3754912   41.4379 /L   13.5456    0.000000   0.9498791   95.863390   -19.98685         n.a.     n.a.
 2024-01-29      265.85297 -22.20421    9.051   6.712  3.43466633415600 -14.5722029   42.0744 /L   13.7163    0.000000   0.9464683   95.733911   -20.35053         n.a.     n.a.
 2024-01-30      266.25912 -22.24248    9.053   6.719  3.42619379786944 -14.7678173   42.7121 /L   13.8856    0.000000   0.9429994   95.605838   -20.71696         n.a.     n.a.
 2024-01-31      266.66395 -22.27977    9.054   6.725  3.41760861048032 -14.9623111   43.3511 /L   14.0538    0.000000   0.9394698   95.479218   -21.08621         n.a.     n.a.
 2024-02-01      267.06745 -22.31611    9.055   6.732  3.40891142813974 -15.1556519   43.9913 /L   14.2206    0.000000   0.9358768   95.354101   -21.45838         n.a.     n.a.
 2024-02-02      267.46958 -22.35149    9.057   6.738  3.40010292818538 -15.3477987   44.6328 /L   14.3861    0.000000   0.9322176   95.230543   -21.83354         n.a.     n.a.
 2024-02-03      267.87029 -22.38595    9.057   6.744  3.39118381435136 -15.5387006   45.2757 /L   14.5502    0.000000   0.9284891   95.108602   -22.21176         n.a.     n.a.
 2024-02-04      268.26957 -22.41948    9.058   6.750  3.38215482351572 -15.7282929   45.9199 /L   14.7130    0.000000   0.9246883   94.988341   -22.59311         n.a.     n.a.
 2024-02-05      268.66735 -22.45212    9.059   6.757  3.37301673558652 -15.9164899   46.5655 /L   14.8743    0.000000   0.9208118   94.869835   -22.97763         n.a.     n.a.
 2024-02-06      269.06361 -22.48386    9.059   6.763  3.36377038800199 -16.1031765   47.2124 /L   15.0342    0.000000   0.9168561   94.753163   -23.36533         n.a.     n.a.
 2024-02-07      269.45831 -22.51473    9.060   6.769  3.35441669547356 -16.2881990   47.8607 /L   15.1926    0.000000   0.9128180   94.638418   -23.75617         n.a.     n.a.
 2024-02-08      269.85140 -22.54474    9.060   6.774  3.34495667362908 -16.4713616   48.5105 /L   15.3495    0.000000   0.9086947   94.525699   -24.15006         n.a.     n.a.
 2024-02-09      270.24283 -22.57391    9.060   6.780  3.33539146210906 -16.6524330   49.1616 /L   15.5048    0.000000   0.9044849   94.415112   -24.54681         n.a.     n.a.
 2024-02-10      270.63257 -22.60226    9.060   6.786  3.32572233951016 -16.8311682   49.8142 /L   15.6586    0.000000   0.9001889   94.306762   -24.94618         n.a.     n.a.
 2024-02-11      271.02057 -22.62980    9.059   6.792  3.31595072175829 -17.0073430   50.4683 /L   15.8107    0.000000   0.8958091   94.200739   -25.34792         n.a.     n.a.
 2024-02-12      271.40680 -22.65655    9.059   6.797  3.30607813932182 -17.1807903   51.1237 /L   15.9612    0.000000   0.8913492   94.097119   -25.75179         n.a.     n.a.
 2024-02-13      271.79120 -22.68253    9.058   6.803  3.29610619652419 -17.3514237   51.7806 /L   16.1099    0.000000   0.8868143   93.995956   -26.15763         n.a.     n.a.
 2024-02-14      272.17375 -22.70777    9.057   6.808  3.28603652355011 -17.5192383   52.4389 /L   16.2570    0.000000   0.8822089   93.897290   -26.56537         n.a.     n.a.
 2024-02-15      272.55440 -22.73228    9.056   6.813  3.27587073361302 -17.6842937   53.0986 /L   16.4023    0.000000   0.8775370   93.801152   -26.97507         n.a.     n.a.
 2024-02-16      272.93313 -22.75608    9.055   6.819  3.26561039350119 -17.8466867   53.7598 /L   16.5458    0.000000   0.8728009   93.707576   -27.38683         n.a.     n.a.
 2024-02-17      273.30991 -22.77919    9.054   6.824  3.25525700912688 -18.0065277   54.4225 /L   16.6875    0.000000   0.8680020   93.616596   -27.80082         n.a.     n.a.
 2024-02-18      273.68469 -22.80163    9.052   6.829  3.24481202290208 -18.1639242   55.0866 /L   16.8273    0.000000   0.8631405   93.528257   -28.21724         n.a.     n.a.
 2024-02-19      274.05745 -22.82342    9.051   6.834  3.23427681819047 -18.3189724   55.7523 /L   16.9653    0.000000   0.8582158   93.442608   -28.63627         n.a.     n.a.
 2024-02-20      274.42816 -22.84458    9.049   6.839  3.22365272682968 -18.4717545   56.4195 /L   17.1015    0.000000   0.8532268   93.359708   -29.05812         n.a.     n.a.
 2024-02-21      274.79678 -22.86514    9.047   6.844  3.21294103729366 -18.6223385   57.0883 /L   17.2356    0.000000   0.8481717   93.279621   -29.48299         n.a.     n.a.
 2024-02-22      275.16328 -22.88511    9.045   6.849  3.20214300248499 -18.7707796   57.7587 /L   17.3679    0.000000   0.8430486   93.202416   -29.91105         n.a.     n.a.
 2024-02-23      275.52763 -22.90451    9.043   6.853  3.19125984705171 -18.9171206   58.4307 /L   17.4982    0.000000   0.8378551   93.128172   -30.34251         n.a.     n.a.
 2024-02-24      275.88979 -22.92337    9.040   6.858  3.18029277451627 -19.0613918   59.1043 /L   17.6264    0.000000   0.8325888   93.056971   -30.77753         n.a.     n.a.
 2024-02-25      276.24972 -22.94171    9.038   6.863  3.16924297452651 -19.2036109   59.7797 /L   17.7527    0.000000   0.8272468   92.988903   -31.21630         n.a.     n.a.
 2024-02-26      276.60739 -22.95955    9.035   6.867  3.15811163036154 -19.3437822   60.4568 /L   17.8768    0.000000   0.8218261   92.924068   -31.65898         n.a.     n.a.
 2024-02-27      276.96275 -22.97691    9.032   6.872  3.14689992660565 -19.4818969   61.1358 /L   17.9989    0.000000   0.8163235   92.862572   -32.10574         n.a.     n.a.
 2024-02-28      277.31578 -22.99381    9.029   6.876  3.13560905676750 -19.6179329   61.8165 /L   18.1188    0.000000   0.8107358   92.804528   -32.55673         n.a.     n.a.
 2024-02-29      277.66642 -23.01027    9.025   6.880  3.12424023064887 -19.7518560   62.4991 /L   18.2365    0.000000   0.8050595   92.750062   -33.01210         n.a.     n.a.
 2024-03-01      278.01464 -23.02633    9.022   6.884  3.11279468147019 -19.8836193   63.1836 /L   18.3520    0.000000   0.7992912   92.699308   -33.47198         n.a.     n.a.
 2024-03-02      278.36039 -23.04199    9.018   6.888  3.10127367310563 -20.0131632   63.8701 /L   18.4653    0.000000   0.7934272   92.652410   -33.93650         n.a.     n.a.
 2024-03-03      278.70362 -23.05730    9.015   6.892  3.08967850819165 -20.1404126   64.5586 /L   18.5763    0.000000   0.7874638   92.609527   -34.40578         n.a.     n.a.
 2024-03-04      279.04429 -23.07226    9.011   6.896  3.07801053823584 -20.2652724   65.2491 /L   18.6849    0.000000   0.7813971   92.570830   -34.87993         n.a.     n.a.
 2024-03-05      279.38236 -23.08691    9.007   6.900  3.06627117699363 -20.3876208   65.9416 /L   18.7912    0.000000   0.7752232   92.536510   -35.35903         n.a.     n.a.
 2024-03-06      279.71776 -23.10127    9.002   6.904  3.05446191801208 -20.5073022   66.6363 /L   18.8950    0.000000   0.7689383   92.506771   -35.84310         n.a.     n.a.
 2024-03-07      280.05045 -23.11536    8.998   6.908  3.04258435598313 -20.6241215   67.3332 /L   18.9963    0.000000   0.7625392   92.481836   -36.33212         n.a.     n.a.
 2024-03-08      280.38037 -23.12921    8.993   6.911  3.03064020912938 -20.7378473   68.0322 /L   19.0951    0.000000   0.7560237   92.461936   -36.82596         n.a.     n.a.
 2024-03-09      280.70748 -23.14286    8.988   6.915  3.01863133664246 -20.8482268   68.7335 /L   19.1914    0.000000   0.7493915   92.447302   -37.32442         n.a.     n.a.
 2024-03-10      281.03171 -23.15632    8.983   6.918  3.00655974286755 -20.9550161   69.4370 /L   19.2850    0.000000   0.7426446   92.438153   -37.82723         n.a.     n.a.
 2024-03-11      281.35303 -23.16962    8.978   6.922  2.99442756115946 -21.0580188   70.1428 /L   19.3760    0.000000   0.7357869   92.434685   -38.33408         n.a.     n.a.
 2024-03-12      281.67137 -23.18280    8.973   6.925  2.98223701663096 -21.1571174   70.8508 /L   19.4642    0.000000   0.7288237   92.437068   -38.84472         n.a.     n.a.
 2024-03-13      281.98669 -23.19588    8.968   6.928  2.96999037590277 -21.2522853   71.5612 /L   19.5497    0.000000   0.7217604   92.445457   -39.35900         n.a.     n.a.
 2024-03-14      282.29894 -23.20888    8.962   6.931  2.95768989760378 -21.3435729   72.2738 /L   19.6323    0.000000   0.7146019   92.460002   -39.87689         n.a.     n.a.
 2024-03-15      282.60809 -23.22184    8.956   6.934  2.94533779574327 -21.4310789   72.9888 /L   19.7121    0.000000   0.7073512   92.480867   -40.39849         n.a.     n.a.
 2024-03-16      282.91410 -23.23479    8.950   6.937  2.93293622099305 -21.5149194   73.7062 /L   19.7891    0.000000   0.7000099   92.508237   -40.92395         n.a.     n.a.
 2024-03-17      283.21691 -23.24775    8.944   6.940  2.92048725771772 -21.5952050   74.4259 /L   19.8631    0.000000   0.6925781   92.542324   -41.45349         n.a.     n.a.
 2024-03-18      283.51649 -23.26075    8.937   6.943  2.90799293096052 -21.6720293   75.1481 /L   19.9341    0.000000   0.6850550   92.583367   -41.98736         n.a.     n.a.
 2024-03-19      283.81279 -23.27382    8.931   6.945  2.89545521761772 -21.7454654   75.8728 /L   20.0022    0.000000   0.6774392   92.631634   -42.52578         n.a.     n.a.
 2024-03-20      284.10578 -23.28699    8.924   6.948  2.88287605789536 -21.8155678   76.6000 /L   20.0672    0.000000   0.6697287   92.687417   -43.06898         n.a.     n.a.
 2024-03-21      284.39541 -23.30028    8.917   6.950  2.87025736519474 -21.8823755   77.3297 /L   20.1291    0.000000   0.6619214   92.751035   -43.61719         n.a.     n.a.
 2024-03-22      284.68163 -23.31372    8.910   6.952  2.85760103406407 -21.9459151   78.0621 /L   20.1879    0.000000   0.6540150   92.822834   -44.17063         n.a.     n.a.
 2024-03-23      284.96440 -23.32735    8.903   6.955  2.84490894668462 -22.0062030   78.7971 /L   20.2435    0.000000   0.6460070   92.903190   -44.72953         n.a.     n.a.
 2024-03-24      285.24368 -23.34118    8.896   6.957  2.83218297868417 -22.0632456   79.5349 /L   20.2958    0.000000   0.6378948   92.992512   -45.29409         n.a.     n.a.
 2024-03-25      285.51940 -23.35526    8.888   6.959  2.81942500506222 -22.1170383   80.2754 /L   20.3449    0.000000   0.6296755   93.091244   -45.86455         n.a.     n.a.
 2024-03-26      285.79152 -23.36960    8.880   6.961  2.80663690680966 -22.1675647   81.0188 /L   20.3907    0.000000   0.6213459   93.199873   -46.44113         n.a.     n.a.
 2024-03-27      286.06000 -23.38424    8.872   6.963  2.79382057851943 -22.2147938   81.7650 /L   20.4332    0.000000   0.6129028   93.318931   -47.02405         n.a.     n.a.
 2024-03-28      286.32477 -23.39920    8.864   6.964  2.78097793701513 -22.2586793   82.5143 /L   20.4722    0.000000   0.6043428   93.449002   -47.61351         n.a.     n.a.
 2024-03-29      286.58578 -23.41452    8.856   6.966  2.76811093086756 -22.2991575   83.2665 /L   20.5077    0.000000   0.5956625   93.590723   -48.20973         n.a.     n.a.
 2024-03-30      286.84298 -23.43023    8.847   6.967  2.75522155068014 -22.3361462   84.0219 /L   20.5397    0.000000   0.5868584   93.744795   -48.81290         n.a.     n.a.
 2024-03-31      287.09630 -23.44635    8.839   6.969  2.74231184020653 -22.3695432   84.7804 /L   20.5681    0.000000   0.5779270   93.911985   -49.42318         n.a.     n.a.
 2024-04-01      287.34569 -23.46291    8.830   6.970  2.72938390863418 -22.3992236   85.5421 /L   20.5929    0.000000   0.5688651   94.093135   -50.04073         n.a.     n.a.
 2024-04-02      287.59108 -23.47995    8.821   6.971  2.71643994456496 -22.4250367   86.3071 /L   20.6140    0.000000   0.5596697   94.289167   -50.66565         n.a.     n.a.
 2024-04-03      287.83240 -23.49750    8.811   6.972  2.70348223210724 -22.4468019   87.0755 /L   20.6313    0.000000   0.5503384   94.501088   -51.29800         n.a.     n.a.
 2024-04-04      288.06960 -23.51559    8.802   6.973  2.69051316877360 -22.4643070   87.8473 /L   20.6448    0.000000   0.5408695   94.729990   -51.93778         n.a.     n.a.
 2024-04-05      288.30260 -23.53425    8.792   6.974  2.67753528333157 -22.4773108   88.6226 /L   20.6544    0.000000   0.5312628   94.977047   -52.58488         n.a.     n.a.
 2024-04-06      288.53133 -23.55351    8.783   6.975  2.66455124950989 -22.4855554   89.4014 /L   20.6601    0.000000   0.5215199   95.243501   -53.23908         n.a.     n.a.
 2024-04-07      288.75573 -23.57341    8.773   6.976  2.65156388942866 -22.4887897   90.1838 /L   20.6617    0.000000   0.5116451   95.530644   -53.90005         n.a.     n.a.
 2024-04-08      288.97574 -23.59397    8.762   6.976  2.63857616060288 -22.4868016   90.9698 /L   20.6592    0.000000   0.5016448   95.839811   -54.56739         n.a.     n.a.
 2024-04-09      289.19129 -23.61522    8.752   6.977  2.62559112407898 -22.4794490   91.7595 /L   20.6526    0.000000   0.4915272   96.172384   -55.24066         n.a.     n.a.
 2024-04-10      289.40231 -23.63721    8.742   6.977  2.61261189824080 -22.4666765   92.5529 /L   20.6418    0.000000   0.4813016   96.529816   -55.91949         n.a.     n.a.
 2024-04-11      289.60876 -23.65995    8.731   6.977  2.59964160931612 -22.4485095   93.3500 /L   20.6268    0.000000   0.4709766   96.913686   -56.60361         n.a.     n.a.
 2024-04-12      289.81057 -23.68349    8.720   6.977  2.58668335104517 -22.4250299   94.1509 /L   20.6074    0.000000   0.4605596   97.325748   -57.29286         n.a.     n.a.
 2024-04-13      290.00770 -23.70784    8.709   6.977  2.57374016127836 -22.3963442   94.9556 /L   20.5837    0.000000   0.4500566   97.767983   -57.98718         n.a.     n.a.
 2024-04-14      290.20008 -23.73303    8.698   6.977  2.56081501599282 -22.3625566   95.7641 /L   20.5555    0.000000   0.4394721   98.242636   -58.68661         n.a.     n.a.
 2024-04-15      290.38766 -23.75910    8.686   6.976  2.54791083588637 -22.3237525   96.5765 /L   20.5229    0.000000   0.4288101   98.752247   -59.39115         n.a.     n.a.
 2024-04-16      290.57040 -23.78606    8.674   6.976  2.53503049917322 -22.2799933   97.3929 /L   20.4858    0.000000   0.4180739   99.299677   -60.10083         n.a.     n.a.
 2024-04-17      290.74823 -23.81396    8.663   6.975  2.52217685547153 -22.2313174   98.2133 /L   20.4441    0.000000   0.4072672   99.888143   -60.81561         n.a.     n.a.
 2024-04-18      290.92110 -23.84280    8.651   6.974  2.50935273788715 -22.1777443   99.0377 /L   20.3978    0.000000   0.3963944   100.52125   -61.53542         n.a.     n.a.
 2024-04-19      291.08895 -23.87263    8.638   6.973  2.49656097232193 -22.1192802   99.8662 /L   20.3468    0.000000   0.3854603   101.20307   -62.26013         n.a.     n.a.
